# Word list for a specific language.
# In this file, line starts with # (comments) and empty lines are ignored
# Word list is organize like this :	
# $GRAMMAR$ : describe how extract word and frequency from following list. 
# The grammar affect following lines, this way its possible to have several grammar in the file. 
# When a new grammar is found, it replace the actual grammar for the rest of list, until meet an other $GRAMMAR$ (or reach end of document)

# Default $GRAMMAR$ definition : 
$GRAMMAR$	<frequency>[SPACE]<word>
# Where :
# 		<frequency> is the place for the integer for frequency
# 		[SPACE] one or more "space characters" (Space, tabulation)
# 		<word> is the place for the "word"

# *****************************************
# ***   French word initial word list   ***
# *****************************************

$GRAMMAR$	<word>|<frequency>
intentionné|1
interactif|1
interaction|1
interactive|1
interagir|1
intercalaire|1
intercalation|1
intercaler|1
intercalé|1
intercepter|1
intercesseur|1
intercession|1
interchangeable|1
interclasse|1
interconnecter|1
intercotidal|1
intercotidaux|1
intercours|1
intercurrent|1
intercéder|1
interdiction|1
interdire|1
interdisciplinaire|1
interdisciplinarité|1
interdit|1
interdits|1
interdépendance|1
interdépendant|1
interface|1
interfacer|1
interfaçage|1
interfécondité|1
interférence|1
interférent|1
interférer|1
intergalactique|1
intergalactiques|1
interjection|1
interjeter|1
interleukine|1
interligne|1
interlocuteur|1
interlocutrice|1
interlope|1
interloquer|1
interloqué|1
interlude|1
intermezzo|1
interminable|1
interminablement|1
intermission|1
intermittence|1
intermittent|1
intermède|1
intermédiaire|1
internat|1
international|1
internationalement|1
internationalisation|1
internationaliser|1
internationaliste|1
internationaux|1
interne|1
internement|1
interner|1
interné|1
interpellateur|1
interpellation|1
interpeller|1
interpersonnel|1
interpersonnelle|1
interphone|1
interplanétaire|1
interplanétaires|1
interpolation|1
interpoler|1
interpolé|1
interposer|1
interposition|1
interposé|1
interprète|1
interprétable|1
interprétation|1
interprétations|1
interpréter|1
interprété|1
interpénétration|1
interpénétrer|1
interracial|1
interraciaux|1
interrogateur|1
interrogatif|1
interrogation|1
interrogative|1
interrogatoire|1
interrogatrice|1
interrogeable|1
interroger|1
interrompre|1
interrompu|1
interrupteur|1
interruption|1
interruptrice|1
interrègne|1
intersection|1
intersecté|1
intersidéral|1
intersidéraux|1
interstellaire|1
interstellaires|1
interstice|1
intertidal|1
intertidaux|1
intertrigo|1
intervalle|1
intervenant|1
intervenir|1
intervention|1
interventionnisme|1
interversion|1
intervertir|1
interview|1
interviewer|1
intervieweur|1
intestin|1
intestinal|1
intestinaux|1
intestine|1
intestins|1
intimation|1
intime|1
intimement|1
intimer|1
intimidant|1
intimidateur|1
intimidation|1
intimidatrice|1
intimide|1
intimider|1
intimité|1
intituler|1
intitulé|1
intolérable|1
intolérablement|1
intolérance|1
intolérant|1
intonation|1
intouchable|1
intoxication|1
intoxiquer|1
intoxiqué|1
intra-muros|1
intracrânien|1
intracrânienne|1
intrados|1
intraduisible|1
intraitable|1
intransigeance|1
intransigeant|1
intransmissibilité|1
intransmissible|1
intrication|1
intrigant|1
intrigue|1
intriguer|1
intrinsèque|1
intrinsèquement|1
intriquer|1
intriqué|1
introducteur|1
introductif|1
introductifs|1
introduction|1
introductive|1
introductrice|1
introduire|1
introduit|1
introjection|1
intromission|1
intronisation|1
introniser|1
introrse|1
introspection|1
introuvable|1
introversion|1
introverti|1
intrus|1
intruse|1
intrusion|1
intrépide|1
intrépidité|1
intubation|1
intuitif|1
intuition|1
intuitive|1
intumescence|1
intussusception|1
intègre|1
intégrable|1
intégral|1
intégrale|1
intégralement|1
intégralité|1
intégrante|1
intégrateur|1
intégration|1
intégrative|1
intégraux|1
intégrer|1
intégrisme|1
intégriste|1
intégrité|1
intégré|1
intéressant|1
intéresse|1
intéressement|1
intéresser|1
intéressé|1
intéressée|1
intérieur|1
intérieure|1
intérieurement|1
intérim|1
intérimaire|1
intériorisation|1
intériorité|1
intéroceptif|1
intérêt|1
inuit|1
inule|1
inusable|1
inusité|1
inusuel|1
inusuelle|1
inutile|1
inutilement|1
inutilisable|1
inutilisé|1
inutilité|1
invagination|1
invalidant|1
invalidante|1
invalidation|1
invalide|1
invalider|1
invalidité|1
invariabilité|1
invariable|1
invariablement|1
invariant|1
invariant en genre|1
invasion|1
invective|1
invectiver|1
invendable|1
invendu|1
invendue|1
inventaire|1
inventer|1
inventeur|1
inventif|1
invention|1
inventive|1
inventivité|1
inventorier|1
inventrice|1
inventé|1
inventée|1
inverse|1
inversement|1
inverser|1
inverseur|1
inversion|1
inversé|1
invertase|1
inverti|1
invertir|1
investi|1
investigateur|1
investigation|1
investigatrice|1
investiguer|1
investir|1
investissement|1
investiture|1
invincibilité|1
invincible|1
invinciblement|1
inviolabilité|1
inviolable|1
inviolé|1
invisibilité|1
invisible|1
invisiblement|1
invitant|1
invitation|1
invite|1
inviter|1
invité|1
invitée|1
invivable|1
invocation|1
involontaire|1
involontairement|1
involucre|1
involution|1
invoquer|1
invraisemblable|1
invraisemblablement|1
invraisemblance|1
invulnérabilité|1
invulnérable|1
invérifiable|1
invétéré|1
inébranlable|1
inébranlablement|1
inéchangeable|1
inécoutable|1
inécouté|1
inédit|1
inédite|1
inégal|1
inégalable|1
inégale|1
inégalement|1
inégalité|1
inégalé|1
inégaux|1
inélastique|1
inéluctabilité|1
inéluctable|1
inéluctablement|1
inélégamment|1
inélégance|1
inélégant|1
inélégante|1
inémotivité|1
inénarrable|1
inéprouvé|1
inépuisable|1
inépuisablement|1
inépuisé|1
inéquation|1
inéquitable|1
inévitable|1
inévitablement|1
iodler|1
ion|1
ipomée|1
ira|1
irai|1
iraient|1
irais|1
irait|1
iranien|1
iranienne|1
irascibilité|1
irascible|1
irez|1
iridescent|1
iriez|1
irions|1
irisation|1
iriser|1
irisé|1
irlandais|1
ironie|1
ironique|1
ironiquement|1
ironiser|1
ironiste|1
irons|1
iront|1
irradiant|1
irradiation|1
irradier|1
irradié|1
irraisonné|1
irrationalisme|1
irrationalité|1
irrationnel|1
irrationnelle|1
irrationnellement|1
irrattrapable|1
irrecevabilité|1
irrecevable|1
irremplaçable|1
irrespect|1
irrespectueuse|1
irrespectueux|1
irrespirable|1
irresponsabilité|1
irresponsable|1
irrigable|1
irrigateur|1
irrigation|1
irriguer|1
irritabilité|1
irritable|1
irritant|1
irritante|1
irritation|1
irriter|1
irrité|1
irruption|1
irréalisable|1
irréalisme|1
irréaliste|1
irréalité|1
irréconciliable|1
irrécouvrable|1
irrécupérable|1
irrécusable|1
irréductibilité|1
irréductible|1
irréductiblement|1
irréel|1
irréelle|1
irréellement|1
irréflexion|1
irréfléchi|1
irréfléchie|1
irréformable|1
irréfragable|1
irréfutable|1
irréfutablement|1
irrégularité|1
irrégulier|1
irréguliers|1
irrégulière|1
irrégulièrement|1
irréligieuse|1
irréligieux|1
irréligion|1
irrémissible|1
irrémissiblement|1
irrémédiable|1
irrémédiablement|1
irréparable|1
irréparablement|1
irrépressible|1
irrépressiblement|1
irréprochable|1
irréprochablement|1
irrépréhensible|1
irrésistible|1
irrésistiblement|1
irrésolu|1
irrésolution|1
irréversibilité|1
irréversible|1
irréversiblement|1
irrévocabilité|1
irrévocable|1
irrévocablement|1
irrévérence|1
irrévérencieuse|1
irrévérencieux|1
irénique|1
irénisme|1
isard|1
isatis|1
islam|1
islamique|1
islamiser|1
islamisme|1
islamiste|1
isochrone|1
isogamie|1
isogreffe|1
isolable|1
isolation|1
isolationnisme|1
isolationniste|1
isolement|1
isoler|1
isoloir|1
isolé|1
isolément|1
isophase|1
isotonie|1
israélien|1
israélite|1
israélites|1
issu|1
issue|1
isthme|1
italien|1
italienne|1
italique|1
item|1
itinéraire|1
itinérant|1
itinérante|1
itou|1
itératif|1
itération|1
itérative|1
itérativement|1
ive|1
ivette|1
ivoirin|1
ivraie|1
ivre|1
ivresse|1
ivrogne|1
ivrognerie|1
ivrognesse|1
ixième|1
ixode|1
jaborandi|1
jabot|1
jaboter|1
jacaranda|1
jacassement|1
jacasser|1
jacasserie|1
jacasseur|1
jachère|1
jacinthe|1
jacinthe des bois|1
jack|1
jackpot|1
jacobin|1
jacobée|1
jacquerie|1
jacquet|1
jactance|1
jacter|1
jaculatoire|1
jacée|1
jade|1
jadis|1
jaguar|1
jaillir|1
jaillissant|1
jaillissante|1
jaillissement|1
jale|1
jalon|1
jalonnement|1
jalonner|1
jalonneur|1
jalonné|1
jalouse|1
jalousement|1
jalouser|1
jalousie|1
jaloux|1
jam-session|1
jamais|1
jambage|1
jambe|1
jambette|1
jambière|1
jambières|1
jambon|1
jambonnette|1
jambose|1
janotisme|1
jansénisme|1
janséniste|1
japonais|1
jappement|1
japper|1
jaquelin|1
jaquemart|1
jaquet|1
jaquette|1
jaquier|1
jar|1
jardin|1
jardinage|1
jardiner|1
jardinier|1
jardinière|1
jargon|1
jarre|1
jarret|1
jarrets|1
jaser|1
jaseran|1
jaseur|1
jaseuse|1
jaspe|1
jasper|1
jaspiner|1
jaspure|1
jaspé|1
jatte|1
jauge|1
jauger|1
jaugeur|1
jaugé|1
jaune|1
jaunet|1
jauni|1
jaunir|1
jaunisse|1
jaunâtre|1
java|1
javanais|1
javeau|1
javelage|1
javeline|1
javelle|1
javellisation|1
javelliser|1
javelot|1
jazz|1
je|1
jean|1
jeannette|1
jeep|1
jerrican|1
jerricane|1
jerrycan|1
jersey|1
jet|1
jet-set|1
jet-society|1
jet-stream|1
jetable|1
jeter|1
jeteur|1
jeteuse|1
jeton|1
jette|1
jeté de lit|1
jetée|1
jeu|1
jeu de boules|1
jeu de cartes|1
jeu de guerre|1
jeu de simulation|1
jeu décisif|1
jeune|1
jeune enfant|1
jeune marin|1
jeunesse|1
jeunet|1
jeunette|1
jeunot|1
jeunotte|1
jeux|1
jeûne|1
jeûner|1
jeûneur|1
jingle|1
jiu-jitsu|1
joaillerie|1
joaillier|1
joaillière|1
job|1
jobarder|1
jobarderie|1
jobardise|1
jobelin|1
jocasse|1
jockey|1
jogger|1
jogging|1
joie|1
joignable|1
joindre|1
joindre bout à bout|1
joint|1
joint venture|1
jointure|1
jointures|1
joli|1
jolie|1
joliesse|1
joliment|1
jonc|1
jonc des chaisiers|1
jonc des marais|1
jonc fleuri|1
joncer|1
jonchaie|1
joncher|1
joncheraie|1
jonchère|1
jonchée|1
jonction|1
jongler|1
jonglerie|1
jongleur|1
jongleuse|1
jouable|1
jouant|1
joubarbe|1
joue|1
jouer|1
jouet|1
jouets|1
joueur|1
joufflu|1
joug|1
jouir|1
jouir de|1
jouissance|1
jouisseur|1
jouissif|1
joujou|1
joujoux|1
jour|1
jour des Rois|1
journal|1
journalier|1
journalisme|1
journaliste|1
journalistique|1
journalière|1
journaux|1
journellement|1
journée|1
joute|1
jouter|1
jouteur|1
jouvence|1
jouvenceau|1
jouxtant|1
jouxter|1
joué|1
jovial|1
jovialement|1
jovialité|1
jovien|1
joyau|1
joyaux|1
joyeuse|1
joyeusement|1
joyeuseté|1
joyeux|1
joystick|1
jubarte|1
jubilant|1
jubilation|1
jubilatoire|1
jubile|1
jubiler|1
jubilé|1
jubé|1
juche|1
jucher|1
juchoir|1
judas|1
judaïcité|1
judaïque|1
judaïques|1
judaïsme|1
judaïté|1
judiciaire|1
judiciairement|1
judicieuse|1
judicieusement|1
judicieux|1
judo|1
judoka|1
judéité|1
judéo-allemand|1
judéo-espagnol|1
jugal|1
jugaux|1
juge|1
juge de paix|1
jugeable|1
jugement|1
jugement virtuel|1
jugeote|1
juger|1
jugulaire|1
juguler|1
juif|1
juifs|1
juillettiste|1
jujube|1
julien|1
julienne|1
jumbo-jet|1
jumeau|1
jumeaux|1
jumelage|1
jumeler|1
jumelle|1
jumelé|1
jument|1
junior|1
junker|1
jupe|1
jupe-culotte|1
jupette|1
jupitérien|1
jupon|1
jurassique|1
jurement|1
jurer|1
jureur|1
juridiction|1
juridique|1
juridiquement|1
juridiques|1
juridisme|1
jurisconsulte|1
jurisprudence|1
juriste|1
juron|1
jury|1
juré|1
jus|1
jusant|1
jusque|1
jusquiame|1
justaucorps|1
juste|1
juste-milieu|1
justement|1
justes|1
justesse|1
justice|1
justiciable|1
justicier|1
justifiable|1
justificateur|1
justificatif|1
justificatifs|1
justification|1
justifie|1
justifier|1
justifié|1
jute|1
juteux|1
juvénile|1
juvénilité|1
juxtaposer|1
juxtaposition|1
jéjunum|1
jérémiade|1
jésuitisme|1
jésus|1
kabbale|1
kabyle|1
kafkaïen|1
kaiser|1
kakemono|1
kaki|1
kakis|1
kakémono|1
kala-azar|1
kalachnikov|1
kaléidoscopique|1
kamikaze|1
kanak|1
kandjar|1
kangourou|1
kangourou-rat|1
kaoliang|1
kaolin|1
karbau|1
karité|1
kava|1
kayac|1
kayak|1
kentia|1
kermesse|1
kerrie|1
ketmie|1
kevlar|1
khat|1
khmer|1
khmère|1
khôl|1
kibboutz|1
kidnapper|1
kidnappeur|1
kidnapping|1
kieselguhr|1
kilt|1
kimono|1
kinésithérapeute|1
kiosque|1
kipper|1
kit|1
kitch|1
kitchenette|1
kitsch|1
klaxon|1
knock-out|1
ko|1
kob|1
kohol|1
kolkhoze|1
korrigan|1
krach|1
krak|1
krill|1
kriss|1
kymrique|1
kyrielle|1
kyste|1
képi|1
kérosène|1
la|1
label|1
labeur|1
labeurs|1
labile|1
laborantin|1
laboratoire|1
laborieuse|1
laborieusement|1
laborieux|1
labour|1
labourable|1
labourage|1
labourer|1
laboureur|1
laboureuse|1
labyrinthe|1
labyrinthes|1
lacer|1
lacet|1
lacis|1
laconique|1
laconiquement|1
laconisme|1
lacs|1
lactase|1
lactation|1
lactescent|1
lactescente|1
lactoflavine|1
lactogène|1
lactomètre|1
lactosérum|1
lactosérums|1
lactucarium|1
lacté|1
lactée|1
lacunaire|1
lacune|1
lacuneuse|1
lacuneux|1
lacustre|1
lacération|1
lacérer|1
lacéré|1
lad|1
ladino|1
ladre|1
ladrerie|1
lady|1
lagon|1
lagopède|1
lagotriche|1
lagune|1
lai|1
laid|1
laide|1
laideur|1
laie|1
lainage|1
laine|1
laineuse|1
laineux|1
laisse|1
laisser|1
laisser-aller|1
laisser-faire|1
laissez-passer|1
laissé-pour-compte|1
laitance|1
laite|1
laiterie|1
laiteuse|1
laiteux|1
laitier|1
laitière|1
laiton|1
laitue|1
laize|1
lallation|1
lama|1
lamaïsme|1
lambda|1
lambdacisme|1
lambeau|1
lambeaux|1
lambin|1
lambiner|1
lambourde|1
lambris|1
lambrisser|1
lambrusque|1
lame|1
lame de fond|1
lamelle|1
lamellirostre|1
lamentable|1
lamentablement|1
lamentation|1
lamenter|1
lamento|1
lamie|1
lamier|1
laminage|1
laminer|1
lamineur|1
lamineuse|1
laminoir|1
lampadaire|1
lamparo|1
lampe|1
lamper|1
lampion|1
lampiste|1
lampourde|1
lamprillon|1
lamproie|1
lampyre|1
lampée|1
lance|1
lance-bombes|1
lance-engins|1
lance-fusées|1
lance-missiles|1
lance-pierre|1
lance-roquettes|1
lancement|1
lancer|1
lancette|1
lanceur|1
lanceur de disque|1
lanceuse|1
lancier|1
lancinant|1
lanciner|1
lancée|1
land|1
lande|1
landier|1
landtag|1
langage|1
lange|1
langer|1
langoureuse|1
langoureusement|1
langoureux|1
langoustine|1
langoustines|1
langue|1
langue de moineau|1
langue de serpent|1
langue verte|1
langue-de-boeuf|1
langue-de-chien|1
languette|1
langueur|1
langui|1
languide|1
languir|1
languissamment|1
languissant|1
languissante|1
langur|1
langé|1
lanier|1
lanière|1
lanterne|1
lanterner|1
lanternes|1
lanthanide|1
lançon|1
lapalissade|1
laper|1
lapidaire|1
lapidation|1
lapider|1
lapidifier|1
lapilli|1
lapine|1
lapinière|1
lapis-lazuli|1
lapon|1
lapons|1
laps|1
lapsus|1
laquais|1
laque|1
laquelle|1
laquer|1
laraire|1
larcin|1
lard|1
lard fumé|1
larder|1
lardon|1
lare|1
lares|1
largable|1
largage|1
large|1
largement|1
larges|1
largesse|1
largesses|1
largeur|1
larguer|1
largué|1
larigot|1
larme|1
larmes|1
larmier|1
larmoiement|1
larmoyant|1
larmoyante|1
larmoyer|1
larron|1
larvaire|1
larve|1
larvé|1
laryngite|1
laryngologue|1
larynx|1
las|1
lascar|1
lascif|1
lascive|1
lascivement|1
lasciveté|1
lascivité|1
laser|1
lassant|1
lassante|1
lasser|1
lassis|1
lassitude|1
lassé|1
latanier|1
latence|1
latent|1
latex|1
laticlave|1
latifundia|1
latifundium|1
latin|1
latitude|1
latitudes|1
latitudinaire|1
latrines|1
lattage|1
latte|1
latter|1
lattis|1
latéral|1
latéralement|1
latéraux|1
laudateur|1
laudatif|1
laudative|1
laudatrice|1
laurier|1
laurier tulipier|1
lauriers|1
lauréat|1
lauréate|1
lavable|1
lavabo|1
lavage|1
lavallière|1
lavandière|1
lavaret|1
lavasse|1
lave|1
lave-linge|1
lave-mains|1
lavement|1
laver|1
laverie|1
lavette|1
laveur|1
laveuse|1
lavis|1
lavoir|1
lavure|1
lavé|1
laxatif|1
laxative|1
laxisme|1
laxiste|1
laxité|1
layette|1
layon|1
layout|1
lazurite|1
lazzarone|1
lazzi|1
laîche|1
laïc|1
laïcisation|1
laïciser|1
laïque|1
laïus|1
laïusser|1
laïusseur|1
laïusseuse|1
le|1
leader|1
leasing|1
lecteur|1
lectorat|1
lectrice|1
lecture|1
leggings|1
leggins|1
legs|1
leishmaniose|1
leitmotiv|1
lemme|1
lendemain|1
lent|1
lente|1
lentement|1
lentes|1
lenteur|1
lenticulaire|1
lentiforme|1
lentille|1
lentille bâtarde|1
lento|1
leptocéphale|1
leptospire|1
lequel|1
lerche|1
les|1
les gens|1
lesquelles|1
lesquels|1
lessivable|1
lessivage|1
lessive|1
lessiver|1
lest|1
lestage|1
leste|1
lestement|1
lester|1
lesté|1
letton|1
lettre|1
lettres|1
lettrine|1
lettré|1
leucocyte|1
leucome|1
leucopénie|1
leucorrhée|1
leucose|1
leucémie|1
leude|1
leur|1
leurant|1
leurre|1
leurrer|1
leurs|1
levage|1
levain|1
levant|1
levantin|1
lever|1
levier|1
levraut|1
levure|1
levé|1
levée|1
lexical|1
lexicaux|1
lexicographe|1
lexicographie|1
lexicographique|1
lexicographiques|1
lexicologie|1
lexicologue|1
lexie|1
lexique|1
lexis|1
lexème|1
lez|1
leçon|1
liage|1
liaison|1
liaisonner|1
liant|1
liard|1
liasse|1
libation|1
libelle|1
libeller|1
libelliste|1
libellule|1
libellé|1
libellée|1
libertaire|1
libertin|1
libertinage|1
libertine|1
liberté|1
libertés|1
libidinal|1
libidinaux|1
libidineuse|1
libidineux|1
libido|1
libraire|1
librairie|1
libre|1
libre choix|1
libre-arbitre|1
libre-service|1
librement|1
librettiste|1
libretto|1
libyen|1
libéral|1
libérale|1
libéralement|1
libéralisation|1
libéraliser|1
libéralisme|1
libéralité|1
libéralités|1
libérateur|1
libération|1
libératrice|1
libéraux|1
libérer|1
libéré|1
lice|1
licence|1
licenciable|1
licenciement|1
licencier|1
licencieuse|1
licencieux|1
lichen|1
licher|1
lichette|1
licier|1
licitation|1
licite|1
licol|1
licorne de mer|1
lie|1
lied|1
lien|1
liens|1
lier|1
liesse|1
lieu|1
lieu commun|1
lieu noir|1
lieur|1
lieuse|1
lieutenant|1
lieux|1
lifter|1
lifting|1
ligament|1
ligature|1
ligaturer|1
ligaturé|1
lige|1
light|1
lignage|1
ligne|1
ligne équinoxiale|1
lignes|1
lignée|1
ligot|1
ligotage|1
ligoter|1
ligoté|1
ligue|1
liguer|1
ligueur|1
ligueuse|1
ligué|1
lilas|1
lilas de chine|1
lilial|1
liliaux|1
lilliputien|1
lilliputienne|1
limace|1
limace de mer|1
limage|1
liman|1
limaçon|1
limbe|1
limbes|1
lime|1
limer|1
limettier|1
limier|1
liminaire|1
liminal|1
liminaux|1
limitatif|1
limitation|1
limitative|1
limite|1
limiter|1
limiteur|1
limitrophe|1
limité|1
limogeage|1
limoger|1
limogé|1
limon|1
limon des plateaux|1
limonade|1
limonadier|1
limonadière|1
limonage|1
limonaire|1
limoneuse|1
limoneux|1
limonite|1
limonière|1
limousine|1
limpide|1
limpidité|1
limule|1
lin|1
lin de Nouvelle-Zélande|1
lin sauvage|1
linaigrette|1
linaire|1
linceul|1
liner|1
lingam|1
linge|1
lingerie|1
lingot|1
lingue|1
linguet|1
linguiste|1
linguistique|1
liniment|1
linkage|1
linon|1
linotte|1
linotypie|1
linteau|1
linteaux|1
linéaire|1
linéaires|1
linéal|1
linéament|1
linéature|1
linéaux|1
lion|1
liparis|1
lipase|1
lipide|1
lipome|1
lipoïde|1
lippe|1
lippée|1
liquette|1
liqueur|1
liquidable|1
liquidateur|1
liquidation|1
liquidatrice|1
liquide|1
liquider|1
liquidité|1
liquidités|1
liquoreuse|1
liquoreux|1
liquéfacteur|1
liquéfaction|1
liquéfier|1
liquéfié|1
liquéfiée|1
lire|1
lis|1
lis de mer|1
lis jaune|1
lis rouge|1
lise|1
liseron|1
liseré|1
liseur|1
liseuse|1
lisibilité|1
lisible|1
lisiblement|1
lisier|1
lisière|1
lissage|1
lisse|1
lisser|1
lissé|1
listage|1
liste|1
listel|1
lister|1
listes|1
listing|1
liséré|1
lit|1
litanie|1
litchi|1
liteau|1
liteaux|1
literie|1
litham|1
lithiase|1
lithographe|1
lithographie|1
lithographier|1
lithogravure|1
lithosphère|1
lithuanien|1
litige|1
litigieuse|1
litigieux|1
litière|1
litorne|1
litote|1
litre|1
litsam|1
littoral|1
littorine|1
littorines|1
littéraire|1
littéral|1
littéralement|1
littéralité|1
littérateur|1
littérature|1
littératures|1
littéraux|1
liturgie|1
liturgique|1
live|1
livide|1
lividité|1
living|1
living-room|1
livraison|1
livre|1
livrer|1
livresque|1
livret|1
livreur|1
livreuse|1
livré|1
livrée|1
livèche|1
lixiviation|1
lièvre|1
lié|1
llanos|1
lob|1
lobbies|1
lobby|1
lober|1
lobélie|1
local|1
localement|1
localier|1
localisable|1
localisation|1
localiser|1
localisé|1
localité|1
localités|1
locataire|1
locateur|1
location|1
loch|1
loche|1
locher|1
lock-out|1
locomotion|1
locomotive|1
locomotrice|1
locus|1
locuste|1
locuteur|1
locution|1
locutrice|1
lof|1
loge|1
logeable|1
logement|1
loger|1
logette|1
logeur|1
logeuse|1
loggia|1
logiciel|1
logicien|1
logicienne|1
logique|1
logiquement|1
logis|1
logogramme|1
logographe|1
logogriphe|1
logopédie|1
logorrhée|1
logos|1
logé|1
loi|1
loi du silence|1
loin|1
lointain|1
lointaine|1
loisible|1
loisir|1
lolo|1
lombalgie|1
lombes|1
lombric|1
londrès|1
long|1
long-courrier|1
longane|1
longanimité|1
longe|1
longer|1
longeron|1
longiligne|1
longitudinal|1
longitudinale|1
longitudinaux|1
longtemps|1
longue|1
longue-vue|1
longuement|1
longuet|1
longuette|1
longueur|1
longévité|1
look|1
looping|1
lopin|1
loquace|1
loquacité|1
loque|1
loques|1
loquet|1
loqueteau|1
loqueteuse|1
loqueteux|1
lorette|1
lorgne|1
lorgner|1
lorgnette|1
lorgnon|1
lorgnons|1
loriot|1
lorry|1
lors|1
lorsque|1
losange|1
loser|1
lot|1
loterie|1
loti|1
lotion|1
lotionner|1
lotir|1
lotissement|1
lotisseur|1
loto|1
lotte|1
lotus|1
louable|1
louage|1
louange|1
louanger|1
louangeur|1
louangeuse|1
louche|1
loucher|1
loucherie|1
louer|1
loueur|1
loueuse|1
loufoque|1
loufoquerie|1
louis|1
loup|1
loup de Tasmanie|1
loup fouisseur|1
loup-cervier|1
loup-garou|1
loupage|1
loupe|1
louper|1
loupiote|1
loups-cerviers|1
loups-garous|1
loupé|1
lourd|1
lourdaud|1
lourde|1
lourdement|1
lourder|1
lourdeur|1
lourdingue|1
loustic|1
loutre|1
loutre de mer|1
louveteau|1
louvoiement|1
louvoyer|1
loué|1
lovelace|1
lover|1
loyal|1
loyale|1
loyalement|1
loyalisme|1
loyaliste|1
loyauté|1
loyaux|1
loyer|1
lu|1
lubie|1
lubricité|1
lubrifiant|1
lubrification|1
lubrifier|1
lubrifié|1
lubrique|1
lubriquement|1
lucane|1
lucarne|1
lucide|1
lucidement|1
lucidité|1
luciférien|1
luciférienne|1
lucilie|1
lucratif|1
lucrative|1
lucre|1
ludique|1
ludisme|1
luette|1
lueur|1
luffa|1
luge|1
luger|1
luges|1
lugubre|1
lugubrement|1
lui|1
lui-même|1
luire|1
luisance|1
luisant|1
luisante|1
lulu|1
lumachelle|1
lumbago|1
lumignon|1
luminaire|1
luminance|1
luminescence|1
luminescent|1
lumineuse|1
lumineusement|1
lumineux|1
luminosité|1
lumière|1
lumières|1
lunaire|1
lunatique|1
lunch|1
lunches|1
lunetier|1
lunetière|1
lunette|1
lunetterie|1
lunettes|1
lupuline|1
luron|1
luronne|1
lusin|1
lusitanien|1
lusitanienne|1
lustrage|1
lustration|1
lustre|1
lustrer|1
lustré|1
lustrée|1
luth|1
luthier|1
luthéranisme|1
luthérien|1
luthérienne|1
lutin|1
lutiner|1
lutrin|1
luttant|1
lutte|1
lutter|1
lutteur|1
lutteuse|1
lutéine|1
luxation|1
luxe|1
luxembourgeois|1
luxer|1
luxueuse|1
luxueusement|1
luxueux|1
luxure|1
luxuriance|1
luxuriant|1
luxurieuse|1
luxurieux|1
luxé|1
luzerne|1
lycanthrope|1
lycanthropes|1
lycope|1
lycoperdon|1
lycose|1
lycée|1
lycéen|1
lycéenne|1
lymphangite|1
lymphatique|1
lymphatisme|1
lymphe|1
lymphocyte|1
lymphokine|1
lymphopénie|1
lymphoïde|1
lynchage|1
lyncher|1
lynx|1
lyophilisation|1
lyophiliser|1
lyophilisé|1
lyre|1
lyrique|1
lyriquement|1
lyrisme|1
lys|1
là|1
là-dedans|1
là-dessus|1
lâchage|1
lâche|1
lâchement|1
lâcher|1
lâcheté|1
lâcheur|1
lâché|1
lèche-vitrine|1
lèche-vitrines|1
lège|1
lèpre|1
lès|1
lève-glace|1
lève-tôt|1
lève-vitre|1
lèvre|1
lèvres|1
lé|1
lécanore|1
lécher|1
légal|1
légalement|1
légalisation|1
légaliser|1
légalisme|1
légalité|1
légat|1
légataire|1
légation|1
légaux|1
légendaire|1
légende|1
léger|1
légiférant|1
légiférer|1
légion|1
légionellose|1
législateur|1
législation|1
législature|1
légiste|1
légitimant|1
légitimation|1
légitime|1
légitimement|1
légitimer|1
légitimes|1
légitimité|1
léguer|1
légume|1
légumine|1
légumineuse|1
légère|1
légèrement|1
légèreté|1
léiomyome|1
lémur|1
lémure|1
lémurien|1
lénifiant|1
lénifiante|1
lénifier|1
léninisme|1
lénitif|1
lénitive|1
léonin|1
léonure|1
léopard|1
léopard des neiges|1
lépidoptère|1
lépidostée|1
lépiote|1
lépiote élevée|1
lépreuse|1
lépreux|1
léproserie|1
lérot|1
léser|1
lésine|1
lésiner|1
lésinerie|1
lésineur|1
lésion|1
lésionnel|1
lésionnelle|1
létal|1
létaux|1
léthargie|1
léthargique|1
lévite|1
lévrier|1
lévulose|1
lézard|1
lézarde|1
lézarder|1
lézardé|1
loess|1
maboul|1
macabre|1
macache|1
macadam|1
macadamiser|1
macadamisé|1
macadamisée|1
macareux|1
macaron|1
macassar|1
macchabée|1
macfarlane|1
machette|1
machiavélique|1
machiavélisme|1
machin|1
machinal|1
machinale|1
machinalement|1
machination|1
machinaux|1
machine|1
machine à laver|1
machiner|1
machinerie|1
machiniste|1
machisme|1
machiste|1
macho|1
macque|1
macrocosme|1
macrocosmique|1
macrophage|1
macule|1
maculer|1
maculé|1
macédoine|1
macération|1
macérer|1
madame|1
madeleine|1
mademoiselle|1
madone|1
madras|1
madrier|1
madré|1
madrépore|1
madère|1
maelström|1
maestria|1
maestro|1
mafflu|1
magasin|1
magasinage|1
magasinier|1
magazine|1
magazines|1
mage|1
maghrébin|1
magicien|1
magicienne|1
magie|1
magique|1
magiquement|1
magister|1
magistral|1
magistrale|1
magistralement|1
magistrat|1
magistraux|1
